ip;port;type;ssl;country;latency(msec);uptime(per cent);checked(UTC)
201.62.65.18;8080;Distorting;false;"Brazil";10342;20;"Jan 22 16:36:14"
189.1.26.53;8080;Transparent;false;"Brazil";1227;82;"Jan 22 16:36:12"
201.62.60.32;8080;Distorting;false;"Brazil";3874;66;"Jan 22 16:36:03"
201.36.194.91;8080;Transparent;false;"Brazil";1198;94;"Jan 22 16:35:58"
187.85.179.68;3128;Transparent;false;"Brazil";4361;92;"Jan 22 16:35:55"
213.221.55.78;3128;Transparent;false;"Russian Federation";3490;97;"Jan 22 16:35:55"
213.230.19.253;80;Anonymous;false;"Saudi Arabia";262;98;"Jan 22 16:35:55"
187.44.14.72;3128;Transparent;false;"Brazil";930;95;"Jan 22 16:35:47"
187.44.13.91;8080;Transparent;false;"Brazil";7345;80;"Jan 22 16:35:46"
201.249.82.28;8080;Distorting;false;"Venezuela";2102;66;"Jan 22 16:35:42"
187.28.84.131;8080;Transparent;false;"Brazil";20093;83;"Jan 22 16:35:39"
202.70.136.158;3128;Transparent;false;"Indonesia";1228;97;"Jan 22 16:35:25"
201.243.173.232;3128;Transparent;false;"Venezuela";44903;88;"Jan 22 16:35:23"
200.60.11.24;8080;Transparent;false;"Peru";3159;81;"Jan 22 16:35:16"
201.11.37.13;8080;Transparent;false;"Brazil";1804;97;"Jan 22 16:34:31"
200.85.39.10;8080;Transparent;false;"Paraguay";11162;96;"Jan 22 16:34:29"
200.54.92.187;3128;Transparent;false;"Chile";7500;89;"Jan 22 16:34:23"
190.78.136.197;8080;Transparent;false;"Venezuela";2768;75;"Jan 22 16:34:18"
190.72.4.140;3128;Transparent;false;"Venezuela";5013;66;"Jan 22 16:34:15"
190.72.216.61;8080;Distorting;false;"Venezuela";756;66;"Jan 22 16:34:10"
186.88.232.192;8080;Distorting;false;"Venezuela";1715;66;"Jan 22 16:33:47"
200.37.145.132;3128;Transparent;false;"Peru";4895;66;"Jan 22 16:33:43"
190.40.28.16;8080;Transparent;false;"Peru";12190;81;"Jan 22 16:33:36"
193.225.29.38;8080;Transparent;false;"Hungary";560;87;"Jan 22 16:33:14"
168.8.76.247;8080;Transparent;false;"United States";2032;50;"Jan 22 16:33:10"
190.36.213.56;8080;Distorting;false;"Venezuela";1015;50;"Jan 22 16:33:08"
190.3.108.211;8080;Transparent;false;"Argentina";1251;94;"Jan 22 16:33:07"
200.166.212.195;8080;Transparent;false;"Brazil";1246;80;"Jan 22 16:32:52"
200.140.82.190;8080;Transparent;false;"Brazil";4883;75;"Jan 22 16:32:50"
186.47.84.139;8080;Transparent;false;"Ecuador";1224;65;"Jan 22 16:32:42"
186.4.110.36;8080;Transparent;false;"Argentina";1671;84;"Jan 22 16:32:41"
186.3.6.22;8080;Transparent;false;"Ecuador";1737;72;"Jan 22 16:32:39"
183.89.67.45;8080;Anonymous;false;"Thailand";6318;80;"Jan 22 16:32:29"
81.19.35.170;1080;Socks4;true;"Czech Republic";30;98;"Jan 22 16:32:25"
192.210.148.102;8080;Transparent;false;"United States";443;97;"Jan 22 16:32:23"
183.232.25.45;80;Transparent;false;"China";4027;99;"Jan 22 16:32:22"
183.232.25.44;80;Transparent;false;"China";1092;99;"Jan 22 16:32:18"
190.234.100.179;3128;Transparent;false;"Peru";18433;86;"Jan 22 16:31:47"
196.1.123.163;8080;Transparent;false;"Seychelles";2673;82;"Jan 22 16:31:28"
195.114.191.22;8080;Transparent;false;"Poland";820;80;"Jan 22 16:31:25"
178.63.84.146;3128;Transparent;false;"Germany";5562;86;"Jan 22 16:31:24"
190.207.185.188;8080;Transparent;false;"Venezuela";3459;92;"Jan 22 16:31:13"
190.199.99.80;8080;Transparent;false;"Venezuela";9572;88;"Jan 22 16:31:09"
178.18.17.208;3128;Transparent;false;"Netherlands";484;84;"Jan 22 16:31:03"
178.18.17.211;8080;Transparent;false;"Netherlands";411;90;"Jan 22 16:31:03"
177.87.193.134;3128;Transparent;false;"Brazil";1133;97;"Jan 22 16:31:01"
177.85.233.190;8080;Transparent;false;"Brazil";987;96;"Jan 22 16:30:59"
180.243.235.40;8080;Transparent;false;"Indonesia";13231;70;"Jan 22 16:30:32"
190.0.58.58;8080;Transparent;false;"Colombia";2399;81;"Jan 22 16:30:28"
189.91.213.114;3128;Transparent;false;"Brazil";3242;96;"Jan 22 16:30:10"
177.69.222.145;3128;Transparent;false;"Brazil";1139;98;"Jan 22 16:29:27"
190.153.123.98;8080;Distorting;false;"Venezuela";4848;50;"Jan 22 16:29:11"
190.151.159.214;8080;Transparent;false;"Argentina";5886;83;"Jan 22 16:29:06"
156.154.112.231;80;Transparent;false;"United States";22686;54;"Jan 22 16:29:05"
190.128.170.18;8080;Transparent;false;"Paraguay";1231;87;"Jan 22 16:28:59"
177.23.181.82;8080;Transparent;false;"Brazil";1816;78;"Jan 22 16:28:38"
221.214.208.226;1080;Socks4;true;"China";30;85;"Jan 22 16:27:44"
177.11.17.46;8080;Distorting;false;"Brazil";10467;55;"Jan 22 16:27:35"
14.140.228.69;8080;Distorting;false;"India";6359;91;"Jan 22 16:27:33"
176.197.98.42;80;Transparent;false;"Russian Federation";965;97;"Jan 22 16:27:22"
175.25.243.22;80;Transparent;false;"China";2305;98;"Jan 22 16:27:20"
175.136.234.10;3128;Transparent;false;"Malaysia";5089;92;"Jan 22 16:27:17"
125.88.125.219;8083;Anonymous;false;"China";2456;89;"Jan 22 16:26:57"
125.162.71.19;80;Transparent;false;"Indonesia";6562;80;"Jan 22 16:26:54"
122.72.99.2;80;Transparent;false;"China";945;91;"Jan 22 16:26:15"
122.72.80.46;80;Transparent;false;"China";896;98;"Jan 22 16:26:14"
122.72.80.108;80;Transparent;false;"China";875;99;"Jan 22 16:26:13"
122.72.80.107;80;Transparent;false;"China";861;99;"Jan 22 16:26:12"
122.72.76.124;80;Transparent;false;"China";937;97;"Jan 22 16:26:11"
122.72.80.106;80;Transparent;false;"China";887;99;"Jan 22 16:26:11"
122.72.76.122;80;Transparent;false;"China";908;97;"Jan 22 16:26:10"
122.72.28.24;80;Transparent;false;"China";842;99;"Jan 22 16:25:45"
122.72.28.19;80;Transparent;false;"China";859;95;"Jan 22 16:25:44"
119.148.8.94;8080;Transparent;false;"Bangladesh";2160;98;"Jan 22 16:25:16"
222.188.10.1;1080;Socks4;true;"China";30;70;"Jan 22 16:24:21"
123.164.148.134;82;Anonymous;false;"China";11435;79;"Jan 22 16:24:12"
112.125.120.145;10080;Anonymous;false;"China";19359;83;"Jan 22 16:23:53"
118.97.206.146;8080;Transparent;false;"Indonesia";1554;99;"Jan 22 16:23:22"
118.97.20.106;8080;Transparent;false;"Indonesia";1299;95;"Jan 22 16:23:21"
114.141.162.53;8080;Distorting;false;"China";5265;98;"Jan 22 16:23:19"
111.68.107.133;80;Transparent;false;"Pakistan";1133;97;"Jan 22 16:22:46"
111.161.30.236;80;Distorting;false;"China";1848;87;"Jan 22 16:22:45"
111.161.30.234;80;Distorting;false;"China";2863;93;"Jan 22 16:22:43"
111.161.30.232;80;Distorting;false;"China";2709;90;"Jan 22 16:22:40"
118.74.8.82;8080;Transparent;false;"China";2495;97;"Jan 22 16:22:33"
118.244.190.6;80;Transparent;false;"China";4523;95;"Jan 22 16:22:30"
118.244.190.5;80;Transparent;false;"China";10345;96;"Jan 22 16:22:25"
121.166.80.165;8080;Transparent;false;"Korea (South)";37621;45;"Jan 22 16:22:19"
118.244.190.35;80;Transparent;false;"China";2189;99;"Jan 22 16:22:15"
118.244.190.34;80;Transparent;false;"China";1556;99;"Jan 22 16:22:13"
110.136.154.61;3128;Transparent;false;"Indonesia";9763;75;"Jan 22 16:22:03"
109.236.220.98;8080;Transparent;false;"Russian Federation";1883;98;"Jan 22 16:21:53"
109.226.199.129;8080;Distorting;false;"Russian Federation";19140;77;"Jan 22 16:21:51"
121.14.9.76;80;Distorting;false;"China";24129;83;"Jan 22 16:21:41"
113.53.248.146;3128;Transparent;false;"Thailand";1404;89;"Jan 22 16:21:39"
109.205.116.36;8080;Transparent;false;"Iraq";1079;92;"Jan 22 16:21:17"
113.20.138.214;8080;Transparent;false;"Indonesia";8058;86;"Jan 22 16:20:49"
107.23.131.52;80;Anonymous;false;"United States";27021;33;"Jan 22 16:20:29"
190.120.123.2;1080;Socks4;true;"Argentina";30;100;"Jan 22 16:18:59"
118.212.129.175;80;Transparent;false;"China";1378;94;"Jan 22 16:18:47"
120.50.0.58;8080;Transparent;false;"Bangladesh";1400;93;"Jan 22 16:18:43"
120.132.132.120;8080;Transparent;false;"China";1161;95;"Jan 22 16:18:29"
120.132.132.119;88;Transparent;false;"China";1811;96;"Jan 22 16:18:28"
117.34.72.51;808;Anonymous;false;"China";11982;49;"Jan 22 16:18:21"
116.68.252.34;8080;Transparent;false;"Indonesia";5445;85;"Jan 22 16:17:54"
110.53.48.54;8080;Anonymous;false;"China";26552;62;"Jan 22 16:17:51"
116.68.171.70;8080;Transparent;false;"Indonesia";14421;96;"Jan 22 16:17:49"
106.3.98.82;80;Anonymous;false;"China";4382;96;"Jan 22 16:17:37"
110.52.103.20;8080;Anonymous;false;"China";17458;59;"Jan 22 16:17:24"
119.60.152.218;8080;Transparent;false;"China";6286;97;"Jan 22 16:17:21"
115.238.231.198;8080;Transparent;false;"China";23736;87;"Jan 22 16:17:16"
119.59.100.146;3128;Transparent;false;"Thailand";5419;75;"Jan 22 16:17:13"
112.5.254.30;80;Distorting;false;"China";803;97;"Jan 22 16:17:02"
112.5.254.19;80;Transparent;false;"China";790;99;"Jan 22 16:17:01"
112.5.254.172;80;Transparent;false;"China";1547;98;"Jan 22 16:17:00"
112.217.228.212;8080;Transparent;false;"Korea (South)";1270;98;"Jan 22 16:16:57"
119.252.172.131;80;Transparent;false;"Indonesia";1301;97;"Jan 22 16:16:57"
119.2.47.26;8080;Transparent;false;"Indonesia";1717;89;"Jan 22 16:16:49"
119.2.3.222;3128;Transparent;false;"China";6865;98;"Jan 22 16:16:47"
110.139.118.95;8080;Transparent;false;"Indonesia";4905;25;"Jan 22 16:16:42"
119.188.6.225;80;Anonymous;false;"China";31710;62;"Jan 22 16:16:40"
110.138.249.109;8080;Transparent;false;"Indonesia";5214;67;"Jan 22 16:16:37"
110.138.248.225;8080;Transparent;false;"Indonesia";21699;96;"Jan 22 16:16:31"
103.10.22.228;8080;Transparent;false;"Mongolia";1925;95;"Jan 22 16:16:27"
110.138.216.157;3128;Transparent;false;"Indonesia";1151;96;"Jan 22 16:16:09"
119.186.160.86;8000;Transparent;false;"China";1412;96;"Jan 22 16:16:08"
74.95.120.77;8080;Distorting;false;"United States";18327;33;"Jan 22 16:15:26"
174.34.168.242;49499;Socks4;true;"United States";30;92;"Jan 22 16:14:43"
62.77.130.35;3128;Transparent;false;"Hungary";3821;90;"Jan 22 16:14:06"
62.205.6.22;8080;Transparent;false;"Italy";20921;51;"Jan 22 16:14:02"
62.148.142.188;8080;Transparent;false;"Russian Federation";997;98;"Jan 22 16:13:26"
120.72.84.212;7200;Socks4;true;"Viet Nam";30;100;"Jan 22 16:11:13"
5.8.242.12;8080;Transparent;false;"Iraq";1007;83;"Jan 22 16:10:55"
5.39.119.105;8080;Transparent;false;"France";9295;98;"Jan 22 16:10:09"
46.51.137.26;80;Anonymous;false;"Ireland";2411;41;"Jan 22 16:10:00"
95.77.97.146;8080;Transparent;false;"Romania";2665;97;"Jan 22 16:09:58"
46.252.38.126;8080;Transparent;false;"Albania";17914;94;"Jan 22 16:09:57"
89.218.94.166;3128;Transparent;false;"Kazakhstan";9891;84;"Jan 22 16:09:32"
89.134.52.30;80;Transparent;false;"Hungary";1452;96;"Jan 22 16:09:22"
88.250.173.22;80;Transparent;false;"Turkey";2451;87;"Jan 22 16:09:19"
94.23.87.243;3128;Transparent;false;"France";2097;84;"Jan 22 16:09:07"
94.200.108.10;3128;Transparent;false;"United Arab Emirates";1264;96;"Jan 22 16:09:05"
91.75.84.188;3128;Transparent;false;"United Arab Emirates";7780;68;"Jan 22 16:09:03"
85.132.59.34;8080;Transparent;false;"Azerbaijan";1473;96;"Jan 22 16:08:58"
91.218.84.195;80;Transparent;false;"Russian Federation";2594;96;"Jan 22 16:08:55"
61.181.22.157;80;Anonymous;false;"China";2381;98;"Jan 22 16:08:52"
89.28.79.197;8080;Transparent;false;"Moldova";1651;93;"Jan 22 16:08:49"
117.34.72.51;1080;Socks4;true;"China";30;97;"Jan 22 16:08:33"
61.135.209.203;81;Anonymous;false;"China";4558;94;"Jan 22 16:08:33"
222.88.123.14;8080;Transparent;false;"China";5043;94;"Jan 22 16:08:20"
222.77.69.210;3128;Transparent;false;"China";22471;88;"Jan 22 16:08:14"
42.62.5.115;13258;Distorting;false;"China";1464;94;"Jan 22 16:08:07"
222.74.98.234;8080;Transparent;false;"China";2737;97;"Jan 22 16:07:51"
80.85.145.207;8080;Transparent;false;"Russian Federation";775;90;"Jan 22 16:07:21"
58.60.231.58;8080;Transparent;false;"China";2790;98;"Jan 22 16:07:20"
27.116.21.162;8080;Transparent;false;"India";4620;90;"Jan 22 16:06:48"
58.216.222.99;808;Anonymous;false;"China";6930;95;"Jan 22 16:06:29"
103.2.147.18;1080;Socks4;true;"Indonesia";30;98;"Jan 22 16:06:04"
220.248.237.234;8080;Transparent;false;"China";2024;89;"Jan 22 16:05:39"
109.104.128.130;8741;Socks4;true;"Albania";30;45;"Jan 22 16:05:31"
220.194.47.221;8080;Anonymous;false;"China";23237;60;"Jan 22 16:05:28"
222.169.193.34;3129;Transparent;false;"China";3008;99;"Jan 22 16:04:33"
222.124.8.9;8000;Transparent;false;"Indonesia";1272;87;"Jan 22 16:04:19"
42.62.5.100;9177;Distorting;false;"China";1591;98;"Jan 22 16:04:12"
222.124.178.98;3128;Transparent;false;"Indonesia";1410;96;"Jan 22 16:03:57"
41.89.130.4;3128;Transparent;false;"Kenya";1350;98;"Jan 22 16:03:48"
221.6.15.156;82;Anonymous;false;"China";1293;80;"Jan 22 16:03:07"
41.210.59.221;8080;Transparent;false;"Ghana";944;97;"Jan 22 16:03:00"
221.237.163.88;8080;Transparent;false;"China";1929;98;"Jan 22 16:02:51"
221.215.155.38;8090;Transparent;false;"China";1387;96;"Jan 22 16:02:03"
89.203.137.93;1080;Socks4;true;"Czech Republic";30;98;"Jan 22 16:01:48"
89.203.137.250;1080;Socks4;true;"Czech Republic";30;77;"Jan 22 16:01:47"
222.89.55.123;8080;Transparent;false;"China";7828;92;"Jan 22 16:01:01"
41.184.122.84;8080;Transparent;false;"Nigeria";1696;74;"Jan 22 16:00:34"
36.68.151.130;8080;Transparent;false;"Indonesia";4997;90;"Jan 22 16:00:20"
221.2.228.202;8000;Transparent;false;"China";11830;86;"Jan 22 16:00:14"
219.242.50.50;8080;Transparent;false;"China";2013;94;"Jan 22 16:00:12"
221.179.173.170;8080;Anonymous;false;"China";4540;99;"Jan 22 15:59:55"
221.176.14.72;80;Anonymous;false;"China";1207;91;"Jan 22 15:59:45"
219.234.82.89;8000;Distorting;false;"China";4369;94;"Jan 22 15:59:11"
79.121.49.214;1080;Socks4;true;"Hungary";30;100;"Jan 22 15:58:56"
77.241.199.195;1080;Socks4;true;"Lithuania";30;100;"Jan 22 15:58:08"
60.253.120.34;1080;Socks4;true;"Indonesia";30;98;"Jan 22 15:57:26"
219.234.82.78;6090;Distorting;false;"China";2043;98;"Jan 22 15:57:05"
59.37.168.16;8082;Socks4;true;"China";30;98;"Jan 22 15:57:05"
59.21.114.99;5577;Socks5;true;"Korea (South)";30;66;"Jan 22 15:57:01"
66.168.170.55;53907;Socks5;true;"United States";30;100;"Jan 22 15:56:42"
5.9.225.130;1080;Socks4;true;"Germany";30;55;"Jan 22 15:56:24"
219.234.82.86;28615;Distorting;false;"China";1326;97;"Jan 22 15:55:25"
222.174.255.238;1080;Socks4;true;"China";30;98;"Jan 22 15:55:10"
218.94.149.114;8080;Transparent;false;"China";23374;86;"Jan 22 15:53:12"
202.71.101.59;3128;Transparent;false;"Malaysia";4055;94;"Jan 22 15:52:36"
219.234.82.77;14681;Distorting;false;"China";1431;93;"Jan 22 15:52:29"
218.5.74.199;3128;Transparent;false;"China";18864;90;"Jan 22 15:52:27"
202.43.168.27;8080;Transparent;false;"Indonesia";10266;79;"Jan 22 15:52:15"
219.234.82.75;19279;Distorting;false;"China";1409;97;"Jan 22 15:52:15"
213.131.41.98;8080;Transparent;false;"Georgia";4458;77;"Jan 22 15:51:53"
202.201.5.244;3128;Transparent;false;"China";1292;59;"Jan 22 15:51:22"
202.182.52.250;8080;Transparent;false;"Indonesia";2935;94;"Jan 22 15:51:01"
212.93.195.229;3128;Transparent;false;"Saudi Arabia";1598;97;"Jan 22 15:51:00"
202.152.22.202;8080;Transparent;false;"Indonesia";1801;80;"Jan 22 15:50:58"
202.137.8.210;8080;Transparent;false;"Indonesia";3201;98;"Jan 22 15:50:56"
202.118.236.130;3128;Transparent;false;"China";1633;71;"Jan 22 15:50:53"
202.106.16.36;3128;Transparent;false;"China";1451;98;"Jan 22 15:50:52"
213.140.115.173;8080;Transparent;false;"Russian Federation";1090;90;"Jan 22 15:50:52"
212.72.150.222;3128;Anonymous;false;"Georgia";5052;87;"Jan 22 15:50:50"
200.8.58.55;8080;Transparent;false;"Venezuela";2783;95;"Jan 22 15:50:46"
212.57.3.94;8080;Transparent;false;"Turkey";673;92;"Jan 22 15:50:43"
212.34.238.98;8080;Transparent;false;"Armenia";773;94;"Jan 22 15:50:35"
212.26.50.4;8080;Anonymous;false;"Saudi Arabia";209;95;"Jan 22 15:50:34"
218.61.18.178;8080;Socks5;true;"China";30;97;"Jan 22 15:50:34"
212.26.44.98;80;Anonymous;false;"Saudi Arabia";223;98;"Jan 22 15:50:33"
211.162.16.210;80;Transparent;false;"China";2251;98;"Jan 22 15:50:16"
217.219.117.9;1080;Socks4;true;"Iran";30;94;"Jan 22 15:50:14"
203.223.47.206;3128;Transparent;false;"Cambodia";18773;97;"Jan 22 15:50:07"
211.144.72.153;80;Transparent;false;"China";2689;99;"Jan 22 15:49:42"
211.142.236.137;8080;Transparent;false;"China";668;99;"Jan 22 15:49:36"
211.142.236.136;80;Transparent;false;"China";3860;99;"Jan 22 15:49:34"
211.142.236.133;8080;Transparent;false;"China";681;99;"Jan 22 15:49:30"
211.142.236.132;80;Transparent;false;"China";1361;98;"Jan 22 15:49:24"
211.142.236.131;80;Transparent;false;"China";1630;93;"Jan 22 15:49:23"
211.138.120.125;3128;Transparent;false;"China";1132;99;"Jan 22 15:49:15"
190.202.241.180;8080;Transparent;false;"Venezuela";27594;79;"Jan 22 15:49:10"
201.25.100.210;8080;Distorting;false;"Brazil";19756;67;"Jan 22 15:49:00"
190.202.223.82;8080;Distorting;false;"Venezuela";2796;66;"Jan 22 15:48:42"
201.248.225.120;8080;Transparent;false;"Venezuela";9466;95;"Jan 22 15:48:40"
190.201.193.164;8080;Transparent;false;"Venezuela";4572;95;"Jan 22 15:48:36"
190.184.221.23;3128;Transparent;false;"Argentina";9265;90;"Jan 22 15:48:31"
210.101.130.17;3129;Anonymous;false;"Korea (South)";1177;47;"Jan 22 15:48:30"
200.48.39.22;3128;Transparent;false;"Peru";10133;89;"Jan 22 15:48:23"
190.182.18.109;3128;Transparent;false;"Colombia";6302;87;"Jan 22 15:48:22"
192.162.150.77;8080;Transparent;false;"Poland";12105;73;"Jan 22 15:48:22"
202.105.134.41;1080;Socks4;true;"China";30;100;"Jan 22 15:47:48"
202.85.223.216;443;Distorting;false;"China";11591;82;"Jan 22 15:47:45"
190.90.201.106;8080;Transparent;false;"Colombia";14029;7;"Jan 22 15:47:25"
190.111.17.161;8080;Transparent;false;"Guatemala";3524;77;"Jan 22 15:47:19"
180.169.37.125;80;Anonymous;false;"China";3829;95;"Jan 22 15:47:04"
189.80.168.162;3128;Transparent;false;"Brazil";12548;93;"Jan 22 15:47:03"
190.90.199.254;8080;Transparent;false;"Colombia";10728;7;"Jan 22 15:46:54"
201.234.133.62;1080;Socks4;true;"Argentina";30;98;"Jan 22 15:46:51"
189.8.34.154;80;Anonymous;false;"Brazil";19557;42;"Jan 22 15:46:50"
200.202.240.174;80;Distorting;false;"Brazil";6064;74;"Jan 22 15:46:17"
190.85.37.90;3128;Transparent;false;"Colombia";5264;95;"Jan 22 15:46:08"
200.27.183.100;3128;Transparent;false;"Chile";3034;89;"Jan 22 15:46:05"
190.85.133.162;8080;Transparent;false;"Colombia";5460;97;"Jan 22 15:46:02"
200.189.96.193;80;Anonymous;false;"Brazil";6116;70;"Jan 22 15:46:00"
190.84.240.215;3129;Transparent;false;"Colombia";2928;74;"Jan 22 15:45:57"
200.239.66.22;80;Anonymous;false;"Brazil";7322;59;"Jan 22 15:45:53"
177.99.236.217;3128;Transparent;false;"Brazil";822;93;"Jan 22 15:45:44"
189.42.189.194;3128;Transparent;false;"Brazil";3033;98;"Jan 22 15:45:42"
177.85.233.3;3128;Transparent;false;"Brazil";10669;96;"Jan 22 15:45:32"
189.29.118.245;8080;Transparent;false;"Brazil";2716;96;"Jan 22 15:45:24"
198.144.186.98;3128;Transparent;false;"United States";274;88;"Jan 22 15:45:24"
177.67.241.132;3128;Transparent;false;"Brazil";5310;90;"Jan 22 15:45:21"
189.254.5.82;8080;Transparent;false;"Mexico";4342;57;"Jan 22 15:45:21"
189.24.45.53;8080;Transparent;false;"Brazil";3763;95;"Jan 22 15:45:17"
189.127.3.114;3128;Transparent;false;"Brazil";6491;92;"Jan 22 15:45:13"
200.124.242.146;3128;Distorting;false;"Ecuador";18538;50;"Jan 22 15:45:12"
190.66.13.164;3128;Transparent;false;"Colombia";9673;71;"Jan 22 15:45:07"
190.66.13.165;3128;Transparent;false;"Colombia";590;73;"Jan 22 15:45:07"
189.125.35.195;3129;Transparent;false;"Brazil";32144;48;"Jan 22 15:45:06"
190.66.13.162;3128;Transparent;false;"Colombia";1386;73;"Jan 22 15:44:56"
190.57.178.18;8080;Transparent;false;"Ecuador";29211;92;"Jan 22 15:44:55"
200.111.180.58;80;Distorting;false;"Chile";17606;68;"Jan 22 15:44:53"
175.143.40.129;8080;Anonymous;false;"Malaysia";2431;68;"Jan 22 15:44:43"
197.253.7.13;80;Transparent;false;"Nigeria";1061;98;"Jan 22 15:44:29"
197.251.194.46;8080;Transparent;false;"Ghana";1853;94;"Jan 22 15:44:28"
197.220.163.75;8080;Transparent;false;"Ghana";1947;95;"Jan 22 15:44:23"
190.248.67.146;8080;Transparent;false;"Colombia";683;98;"Jan 22 15:44:20"
190.248.67.118;8080;Transparent;false;"Colombia";955;87;"Jan 22 15:44:19"
198.154.114.118;8080;Transparent;false;"United States";815;97;"Jan 22 15:44:04"
187.108.48.12;3128;Transparent;false;"Brazil";1287;57;"Jan 22 15:43:32"
186.94.60.38;8080;Distorting;false;"Venezuela";3497;81;"Jan 22 15:43:13"
186.89.240.166;8080;Distorting;false;"Venezuela";14452;43;"Jan 22 15:42:55"
186.81.38.87;8080;Transparent;false;"Colombia";1805;98;"Jan 22 15:42:40"
186.219.25.230;3128;Transparent;false;"Brazil";673;93;"Jan 22 15:42:33"
186.219.25.229;3128;Transparent;false;"Brazil";2346;94;"Jan 22 15:42:32"
193.160.229.47;3128;Transparent;false;"Russian Federation";6732;96;"Jan 22 15:42:08"
190.223.53.198;8080;Transparent;false;"Peru";879;99;"Jan 22 15:41:54"
190.223.53.70;8080;Transparent;false;"Peru";471;96;"Jan 22 15:41:54"
187.6.254.19;3128;Transparent;false;"Brazil";1251;91;"Jan 22 15:41:16"
190.207.205.105;8080;Transparent;false;"Venezuela";8527;98;"Jan 22 15:40:51"
180.87.27.150;3128;Distorting;false;"India";3433;39;"Jan 22 15:40:50"
186.116.134.74;8080;Transparent;false;"Colombia";1957;81;"Jan 22 15:40:39"
186.101.50.4;8090;Transparent;false;"Ecuador";751;98;"Jan 22 15:40:36"
180.254.22.130;3128;Transparent;false;"Indonesia";16575;86;"Jan 22 15:40:31"
174.34.168.242;1080;Socks5;true;"United States";30;98;"Jan 22 15:40:20"
187.20.232.130;8080;Distorting;false;"Brazil";37227;81;"Jan 22 15:40:12"
188.95.51.206;80;Socks4;true;"Netherlands";30;100;"Jan 22 15:40:06"
180.247.4.197;3128;Transparent;false;"Indonesia";15995;86;"Jan 22 15:39:45"
187.125.147.178;3128;Transparent;false;"Brazil";6638;90;"Jan 22 15:39:35"
125.39.238.242;8080;Transparent;false;"China";4584;97;"Jan 22 15:39:25"
125.253.117.229;3128;Transparent;false;"Viet Nam";17569;83;"Jan 22 15:39:21"
180.247.199.206;3128;Transparent;false;"Indonesia";2513;84;"Jan 22 15:39:21"
118.96.94.252;3128;Transparent;false;"Indonesia";5917;92;"Jan 22 15:38:20"
147.47.106.26;1920;Anonymous;false;"Korea (South)";1434;10;"Jan 22 15:38:18"
125.16.15.130;8080;Transparent;false;"India";1187;66;"Jan 22 15:38:09"
180.243.92.86;8080;Transparent;false;"Indonesia";1596;80;"Jan 22 15:38:01"
124.240.187.79;80;Anonymous;false;"China";1884;94;"Jan 22 15:38:00"
180.242.88.43;5311;Transparent;false;"Indonesia";9458;73;"Jan 22 15:38:00"
124.225.52.14;8080;Transparent;false;"China";5462;97;"Jan 22 15:37:58"
123.231.237.118;3128;Transparent;false;"Indonesia";1929;93;"Jan 22 15:37:51"
180.242.41.51;8080;Transparent;false;"Indonesia";1889;93;"Jan 22 15:37:50"
180.242.41.131;5311;Transparent;false;"Indonesia";6206;76;"Jan 22 15:37:48"
122.72.80.105;80;Transparent;false;"China";3213;99;"Jan 22 15:37:39"
122.72.76.130;80;Transparent;false;"China";901;97;"Jan 22 15:37:35"
122.72.80.101;80;Transparent;false;"China";838;98;"Jan 22 15:37:35"
118.96.127.10;3128;Transparent;false;"Indonesia";3530;91;"Jan 22 15:37:12"
118.212.129.48;8080;Transparent;false;"China";5856;86;"Jan 22 15:37:08"
123.134.95.143;80;Transparent;false;"China";889;98;"Jan 22 15:37:00"
123.134.95.142;80;Transparent;false;"China";701;95;"Jan 22 15:36:59"
118.174.144.130;3128;Transparent;false;"Thailand";6309;86;"Jan 22 15:36:57"
122.72.28.12;80;Transparent;false;"China";823;96;"Jan 22 15:36:45"
122.72.28.10;80;Transparent;false;"China";2272;95;"Jan 22 15:36:44"
122.72.20.68;80;Transparent;false;"China";14599;98;"Jan 22 15:36:42"
111.94.147.191;8080;Transparent;false;"Indonesia";5265;97;"Jan 22 15:36:41"
111.161.30.239;80;Distorting;false;"China";4995;81;"Jan 22 15:36:30"
122.72.2.180;80;Transparent;false;"China";1719;96;"Jan 22 15:36:27"
123.129.214.155;80;Anonymous;false;"China";3226;91;"Jan 22 15:36:27"
111.161.30.237;80;Distorting;false;"China";1582;85;"Jan 22 15:36:25"
122.72.19.29;80;Transparent;false;"China";875;96;"Jan 22 15:36:25"
122.72.124.73;80;Transparent;false;"China";1794;99;"Jan 22 15:36:24"
111.161.30.230;80;Distorting;false;"China";3077;91;"Jan 22 15:36:23"
122.72.124.3;80;Transparent;false;"China";1731;98;"Jan 22 15:36:13"
122.72.124.2;80;Transparent;false;"China";794;97;"Jan 22 15:36:11"
122.0.66.102;8080;Distorting;false;"China";7417;62;"Jan 22 15:35:20"
110.139.66.8;8080;Transparent;false;"Indonesia";13968;87;"Jan 22 15:34:31"
110.139.60.228;8080;Transparent;false;"Indonesia";26721;72;"Jan 22 15:34:17"
115.25.216.6;80;Anonymous;false;"China";1305;98;"Jan 22 15:33:57"
119.235.50.162;1080;Socks4;true;"India";30;75;"Jan 22 15:33:50"
110.139.172.62;80;Transparent;false;"Indonesia";11221;57;"Jan 22 15:33:49"
110.138.236.121;3128;Transparent;false;"Indonesia";8725;87;"Jan 22 15:33:22"
121.17.144.132;8080;Transparent;false;"China";10910;85;"Jan 22 15:32:28"
