ip;port;type;ssl;country;latency(msec);uptime(per cent);checked(UTC)
120.138.84.18;8080;Transparent;false;"Malaysia";10807;79;"Jan 22 15:31:30"
114.35.167.38;8080;Distorting;false;"Taiwan";1624;77;"Jan 22 15:30:27"
110.189.168.171;1080;Socks4;true;"China";30;92;"Jan 22 15:30:24"
103.6.180.161;3128;Transparent;false;"Indonesia";4292;90;"Jan 22 15:30:07"
119.147.146.14;8080;Anonymous;false;"China";2388;96;"Jan 22 15:30:00"
119.145.254.73;3128;Transparent;false;"China";2147;99;"Jan 22 15:29:57"
103.246.145.184;8080;Transparent;false;"Cambodia";9384;97;"Jan 22 15:29:46"
103.10.22.227;8080;Transparent;false;"Mongolia";10293;98;"Jan 22 15:29:31"
1.34.84.2;8080;Transparent;false;"Taiwan";1106;91;"Jan 22 15:29:17"
1.234.77.96;80;Anonymous;false;"Korea (South)";1227;93;"Jan 22 15:29:16"
1.234.45.130;80;Anonymous;false;"Korea (South)";9482;74;"Jan 22 15:29:14"
112.133.201.70;3128;Transparent;false;"India";2988;90;"Jan 22 15:29:07"
118.99.92.182;8080;Transparent;false;"Indonesia";1222;63;"Jan 22 15:29:06"
1.179.147.2;8080;Transparent;false;"Thailand";1416;97;"Jan 22 15:29:04"
87.101.137.97;8080;Anonymous;false;"Saudi Arabia";9677;76;"Jan 22 15:28:23"
62.48.42.82;8080;Transparent;false;"Italy";3489;55;"Jan 22 15:28:07"
62.162.6.11;3128;Transparent;false;"Macedonia";27504;90;"Jan 22 15:28:03"
61.50.138.124;3128;Transparent;false;"China";7247;88;"Jan 22 15:26:58"
89.134.216.31;3128;Transparent;false;"Hungary";1139;99;"Jan 22 15:26:10"
83.220.79.68;3128;Transparent;false;"Russian Federation";695;94;"Jan 22 15:25:55"
93.181.161.198;8080;Distorting;false;"Poland";17279;65;"Jan 22 15:25:37"
61.138.27.5;8080;Anonymous;false;"China";20055;53;"Jan 22 15:25:13"
94.27.20.58;1080;Socks4;true;"Ukraine";30;100;"Jan 22 15:25:04"
88.131.82.241;3128;Anonymous;false;"Sweden";19235;81;"Jan 22 15:24:53"
93.184.71.66;1080;Socks4;true;"Slovak Republic";30;100;"Jan 22 15:24:28"
54.243.152.166;80;Anonymous;false;"United States";10451;53;"Jan 22 15:24:11"
49.0.124.86;8000;Transparent;false;"Thailand";813;97;"Jan 22 15:23:58"
49.0.124.70;8000;Transparent;false;"Thailand";1127;97;"Jan 22 15:23:57"
49.0.124.74;8000;Transparent;false;"Thailand";634;98;"Jan 22 15:23:57"
49.0.124.38;8000;Transparent;false;"Thailand";705;95;"Jan 22 15:23:55"
49.0.124.58;8000;Transparent;false;"Thailand";644;96;"Jan 22 15:23:55"
49.0.124.34;8000;Transparent;false;"Thailand";683;98;"Jan 22 15:23:54"
49.0.124.222;8000;Transparent;false;"Thailand";645;97;"Jan 22 15:23:53"
49.0.124.30;8000;Transparent;false;"Thailand";636;98;"Jan 22 15:23:53"
49.0.124.218;8000;Transparent;false;"Thailand";1056;98;"Jan 22 15:23:52"
49.0.124.150;8000;Transparent;false;"Thailand";801;98;"Jan 22 15:23:51"
49.0.124.146;8000;Transparent;false;"Thailand";685;98;"Jan 22 15:23:50"
49.0.124.138;8000;Transparent;false;"Thailand";1142;98;"Jan 22 15:23:49"
49.0.124.114;8000;Transparent;false;"Thailand";661;98;"Jan 22 15:23:48"
49.0.124.106;8000;Transparent;false;"Thailand";1533;98;"Jan 22 15:23:47"
59.57.15.71;80;Transparent;false;"China";8581;98;"Jan 22 15:23:10"
78.85.39.109;3128;Transparent;false;"Russian Federation";9893;87;"Jan 22 15:23:02"
79.170.55.226;80;Anonymous;false;"Saudi Arabia";20595;81;"Jan 22 15:22:55"
78.80.36.194;8080;Transparent;false;"Czech Republic";9710;93;"Jan 22 15:22:52"
59.46.67.108;8080;Transparent;false;"China";2051;96;"Jan 22 15:22:46"
78.108.108.146;8080;Transparent;false;"Czech Republic";388;91;"Jan 22 15:22:42"
59.120.178.28;3128;Transparent;false;"Taiwan";1103;98;"Jan 22 15:22:40"
36.73.41.213;8080;Transparent;false;"Indonesia";4530;89;"Jan 22 15:22:17"
36.72.208.255;8080;Transparent;false;"Indonesia";7777;87;"Jan 22 15:22:12"
27.123.221.122;8080;Transparent;false;"Indonesia";10677;76;"Jan 22 15:22:01"
80.63.56.146;1080;Socks5;true;"Denmark";30;95;"Jan 22 15:21:53"
222.185.143.254;80;Distorting;false;"China";1704;85;"Jan 22 15:20:39"
222.168.65.130;80;Anonymous;false;"China";8540;93;"Jan 22 15:20:37"
222.124.35.117;8080;Transparent;false;"Indonesia";1630;94;"Jan 22 15:20:29"
222.124.218.164;8080;Transparent;false;"Indonesia";12142;78;"Jan 22 15:20:27"
42.62.5.108;19305;Distorting;false;"China";1523;97;"Jan 22 15:18:25"
41.234.25.34;8080;Transparent;false;"Egypt";1434;87;"Jan 22 15:18:17"
219.234.82.88;29484;Distorting;false;"China";2359;95;"Jan 22 15:17:59"
61.177.248.202;1080;Socks4;true;"China";30;97;"Jan 22 15:17:39"
219.234.82.83;14903;Distorting;false;"China";3286;94;"Jan 22 15:16:19"
218.28.254.242;8080;Transparent;false;"China";1893;95;"Jan 22 15:16:01"
222.74.200.2;1080;Socks4;true;"China";30;87;"Jan 22 15:15:49"
202.47.65.162;8080;Transparent;false;"Indonesia";1784;89;"Jan 22 15:15:28"
202.43.188.6;8080;Transparent;false;"Indonesia";1451;52;"Jan 22 15:14:40"
202.43.113.21;8888;Transparent;false;"Indonesia";9722;15;"Jan 22 15:14:38"
202.4.120.10;3128;Transparent;false;"Bangladesh";1374;46;"Jan 22 15:14:28"
218.249.83.87;8080;Distorting;false;"China";2178;92;"Jan 22 15:14:28"
202.182.49.41;8080;Transparent;false;"Indonesia";2936;93;"Jan 22 15:14:26"
218.22.71.213;8080;Transparent;false;"China";1174;61;"Jan 22 15:13:35"
218.22.71.212;8080;Transparent;false;"China";5544;51;"Jan 22 15:13:34"
218.22.71.125;8080;Transparent;false;"China";1548;59;"Jan 22 15:13:28"
202.141.45.50;6588;Anonymous;false;"India";7262;19;"Jan 22 15:13:21"
202.125.88.134;8080;Transparent;false;"Indonesia";8021;68;"Jan 22 15:13:14"
218.211.209.235;3128;Transparent;false;"Taiwan";31639;74;"Jan 22 15:13:12"
210.57.214.98;3128;Transparent;false;"Indonesia";7702;88;"Jan 22 15:13:06"
202.106.16.68;3128;Transparent;false;"China";6193;98;"Jan 22 15:12:24"
216.244.71.142;8080;Transparent;false;"United States";4447;93;"Jan 22 15:12:24"
213.147.105.96;8080;Transparent;false;"Croatia (Hrvatska)";6116;92;"Jan 22 15:12:20"
201.64.254.228;3128;Transparent;false;"Brazil";5616;93;"Jan 22 15:12:18"
213.144.67.65;3128;Transparent;false;"Italy";2056;77;"Jan 22 15:12:13"
212.144.254.123;3128;Transparent;false;"Germany";1124;73;"Jan 22 15:12:11"
212.113.47.87;3128;Transparent;false;"Ukraine";6649;96;"Jan 22 15:12:10"
201.219.3.119;3128;Transparent;false;"Ecuador";3332;89;"Jan 22 15:12:03"
201.209.228.121;8080;Distorting;false;"Venezuela";2313;46;"Jan 22 15:11:51"
219.150.254.158;8080;Transparent;false;"China";3162;89;"Jan 22 15:11:49"
201.20.189.201;8080;Transparent;false;"Brazil";1425;68;"Jan 22 15:11:33"
210.22.115.162;3128;Transparent;false;"China";1557;88;"Jan 22 15:11:27"
200.195.178.42;8080;Transparent;false;"Brazil";1300;91;"Jan 22 15:10:56"
203.114.105.243;8080;Transparent;false;"Thailand";16187;80;"Jan 22 15:10:53"
211.115.90.123;1080;Socks4;true;"Korea (South)";30;100;"Jan 22 15:10:24"
202.98.223.74;80;Distorting;false;"China";16169;73;"Jan 22 15:10:15"
190.90.36.8;8000;Distorting;false;"Colombia";714;69;"Jan 22 15:10:09"
200.182.190.155;8080;Transparent;false;"Brazil";9936;34;"Jan 22 15:10:09"
200.125.194.162;8080;Distorting;false;"Ecuador";14578;77;"Jan 22 15:10:07"
202.98.123.126;8080;Distorting;false;"China";2690;85;"Jan 22 15:09:58"
202.91.248.74;80;Anonymous;false;"China";12756;87;"Jan 22 15:09:54"
200.182.190.148;8080;Transparent;false;"Brazil";979;38;"Jan 22 15:09:44"
200.175.3.176;3128;Transparent;false;"Brazil";8793;98;"Jan 22 15:09:40"
199.119.76.111;8080;Transparent;false;"United States";244;98;"Jan 22 15:09:22"
198.154.114.100;8080;Transparent;false;"United States";604;98;"Jan 22 15:09:16"
198.27.79.144;8080;Transparent;false;"Canada";212;98;"Jan 22 15:09:16"
202.77.106.99;8080;Transparent;false;"Indonesia";4661;95;"Jan 22 15:08:54"
198.144.176.54;8080;Transparent;false;"United States";263;97;"Jan 22 15:08:38"
196.46.10.140;3128;Transparent;false;"Mozambique";2473;33;"Jan 22 15:08:36"
2.133.92.158;80;Transparent;false;"Kazakhstan";1976;96;"Jan 22 15:08:16"
190.207.14.182;8080;Distorting;false;"Venezuela";1792;80;"Jan 22 15:07:33"
199.66.81.83;80;Socks5;true;"United States";30;100;"Jan 22 15:07:27"
190.201.208.103;8080;Distorting;false;"Venezuela";1973;39;"Jan 22 15:07:16"
190.2.233.13;3128;Transparent;false;"Panama";9960;89;"Jan 22 15:07:12"
190.198.10.75;8080;Distorting;false;"Venezuela";18500;45;"Jan 22 15:07:02"
190.146.1.162;3128;Transparent;false;"Colombia";1041;94;"Jan 22 15:06:42"
198.143.188.239;1080;Socks4;true;"United States";30;100;"Jan 22 15:06:40"
199.201.122.39;1080;Socks4;true;"Canada";30;100;"Jan 22 15:06:40"
190.116.88.11;8080;Transparent;false;"Peru";3929;71;"Jan 22 15:06:30"
195.68.150.50;3128;Transparent;false;"Russian Federation";763;95;"Jan 22 15:06:22"
195.3.254.159;8080;Transparent;false;"Russian Federation";5252;76;"Jan 22 15:06:21"
190.90.161.250;80;Distorting;false;"Colombia";14259;63;"Jan 22 15:06:14"
194.125.255.72;3128;Transparent;false;"Russian Federation";3999;97;"Jan 22 15:06:13"
202.109.133.181;1080;Socks4;true;"China";30;100;"Jan 22 15:05:47"
190.79.63.111;8080;Distorting;false;"Venezuela";10830;67;"Jan 22 15:05:42"
190.78.2.84;8080;Transparent;false;"Venezuela";9535;84;"Jan 22 15:05:31"
187.85.89.167;8080;Transparent;false;"Brazil";2064;85;"Jan 22 15:05:25"
187.72.224.65;3128;Transparent;false;"Brazil";1289;96;"Jan 22 15:05:22"
187.63.15.61;3128;Transparent;false;"Brazil";1289;93;"Jan 22 15:05:19"
187.62.94.214;3128;Transparent;false;"Brazil";7120;82;"Jan 22 15:05:17"
187.60.96.7;3128;Transparent;false;"Brazil";9684;88;"Jan 22 15:05:09"
186.95.107.31;8080;Distorting;false;"Venezuela";1168;42;"Jan 22 15:05:03"
186.94.117.39;8080;Transparent;false;"Venezuela";4925;89;"Jan 22 15:05:02"
187.6.86.4;8080;Transparent;false;"Brazil";949;99;"Jan 22 15:04:48"
186.92.155.220;3128;Transparent;false;"Venezuela";9987;95;"Jan 22 15:04:42"
187.52.2.210;8080;Transparent;false;"Brazil";2961;97;"Jan 22 15:04:40"
186.89.120.3;8080;Distorting;false;"Venezuela";7130;59;"Jan 22 15:04:31"
187.50.183.162;80;Transparent;false;"Brazil";1454;94;"Jan 22 15:04:24"
190.40.56.90;8080;Transparent;false;"Peru";1333;92;"Jan 22 15:04:16"
189.11.198.36;8080;Transparent;false;"Brazil";1954;96;"Jan 22 15:03:50"
190.26.210.29;3128;Transparent;false;"Colombia";7879;97;"Jan 22 15:03:43"
187.48.61.32;3128;Transparent;false;"Brazil";2991;97;"Jan 22 15:03:33"
186.46.187.43;3128;Transparent;false;"Ecuador";10264;86;"Jan 22 15:03:15"
186.42.212.236;3128;Transparent;false;"Ecuador";1081;85;"Jan 22 15:03:05"
182.19.3.201;8080;Transparent;false;"India";5213;96;"Jan 22 15:03:01"
190.145.16.173;1080;Socks4;true;"Colombia";30;100;"Jan 22 15:02:58"
186.36.94.2;3128;Transparent;false;"Chile";6891;97;"Jan 22 15:02:48"
157.100.117.222;3128;Transparent;false;"Ecuador";26584;97;"Jan 22 15:02:44"
180.254.57.191;8080;Transparent;false;"Indonesia";5694;50;"Jan 22 15:02:42"
186.3.6.113;3128;Transparent;false;"Ecuador";1266;99;"Jan 22 15:02:40"
186.237.48.139;3128;Transparent;false;"Brazil";3244;92;"Jan 22 15:02:38"
187.32.127.163;3128;Transparent;false;"Brazil";1799;98;"Jan 22 15:02:37"
186.219.25.227;3128;Transparent;false;"Brazil";4197;88;"Jan 22 15:02:30"
190.124.163.55;1080;Socks4;true;"Honduras";30;98;"Jan 22 15:02:23"
178.168.61.250;3128;Transparent;false;"Moldova";6395;97;"Jan 22 15:02:11"
180.250.165.197;8080;Transparent;false;"Indonesia";1404;96;"Jan 22 15:01:45"
180.250.145.114;8080;Transparent;false;"Indonesia";1350;95;"Jan 22 15:01:44"
177.43.72.250;80;Transparent;false;"Brazil";1640;97;"Jan 22 15:00:58"
177.22.193.106;8080;Transparent;false;"Brazil";1125;94;"Jan 22 15:00:56"
177.139.137.107;3128;Transparent;false;"Brazil";1886;92;"Jan 22 15:00:55"
180.244.213.101;8080;Transparent;false;"Indonesia";3461;68;"Jan 22 15:00:27"
180.242.77.170;8080;Transparent;false;"Indonesia";16840;62;"Jan 22 15:00:20"
178.150.156.219;13579;Socks5;true;"Ukraine";30;100;"Jan 22 15:00:10"
186.101.93.123;3128;Transparent;false;"Ecuador";5749;93;"Jan 22 14:59:56"
123.129.240.176;8081;Transparent;false;"China";1430;98;"Jan 22 14:59:20"
123.129.240.175;8081;Transparent;false;"China";1551;99;"Jan 22 14:59:18"
123.129.240.173;8081;Transparent;false;"China";4387;98;"Jan 22 14:59:17"
123.129.240.172;8081;Transparent;false;"China";1935;98;"Jan 22 14:59:12"
125.39.66.133;80;Transparent;false;"China";1640;98;"Jan 22 14:58:45"
130.193.121.162;1080;Socks4;true;"Armenia";30;98;"Jan 22 14:58:13"
111.223.88.141;8080;Anonymous;false;"Singapore";43029;5;"Jan 22 14:57:46"
125.75.235.127;1080;Socks4;true;"China";30;100;"Jan 22 14:57:41"
119.62.128.172;80;Anonymous;false;"China";2137;97;"Jan 22 14:57:28"
119.4.250.105;80;Anonymous;false;"China";3251;99;"Jan 22 14:57:21"
122.72.0.28;80;Anonymous;false;"China";7072;99;"Jan 22 14:57:20"
119.187.148.34;8000;Transparent;false;"China";4573;98;"Jan 22 14:57:15"
122.72.0.145;80;Transparent;false;"China";1023;98;"Jan 22 14:57:13"
125.160.244.102;3128;Transparent;false;"Indonesia";3922;84;"Jan 22 14:57:10"
118.99.76.225;8080;Transparent;false;"Indonesia";1242;76;"Jan 22 14:57:00"
110.52.11.164;3128;Transparent;false;"China";9241;79;"Jan 22 14:56:24"
118.96.31.91;3128;Transparent;false;"Indonesia";4576;99;"Jan 22 14:56:18"
110.232.93.149;8087;Transparent;false;"Indonesia";3279;87;"Jan 22 14:56:14"
110.139.99.94;8080;Transparent;false;"Indonesia";7960;50;"Jan 22 14:56:10"
110.139.151.124;8080;Transparent;false;"Indonesia";3583;70;"Jan 22 14:56:00"
110.138.245.95;3128;Transparent;false;"Indonesia";24706;88;"Jan 22 14:55:57"
122.228.68.72;80;Transparent;false;"China";1000;99;"Jan 22 14:55:44"
110.138.206.11;8080;Transparent;false;"Indonesia";4827;92;"Jan 22 14:55:01"
109.224.20.138;1080;Socks4;true;"Iraq";30;100;"Jan 22 14:54:59"
121.22.127.17;1080;Socks4;true;"China";30;100;"Jan 22 14:54:58"
122.225.22.22;8080;Transparent;false;"China";6779;96;"Jan 22 14:54:43"
109.197.92.60;8080;Transparent;false;"Russian Federation";5744;96;"Jan 22 14:54:23"
109.110.98.21;8080;Transparent;false;"Lebanon";10754;95;"Jan 22 14:54:17"
116.50.153.66;3128;Distorting;false;"Philippines";7315;97;"Jan 22 14:54:10"
116.236.216.116;8080;Distorting;false;"China";6890;96;"Jan 22 14:54:02"
103.247.102.206;8080;Transparent;false;"Indonesia";15141;95;"Jan 22 14:52:14"
103.2.147.18;8080;Transparent;false;"Indonesia";1194;94;"Jan 22 14:51:59"
101.99.3.164;3128;Anonymous;false;"Viet Nam";4137;89;"Jan 22 14:51:56"
115.124.77.138;8081;Transparent;false;"Indonesia";1901;96;"Jan 22 14:51:55"
114.6.31.70;8080;Transparent;false;"Indonesia";3433;91;"Jan 22 14:51:53"
113.9.163.101;8080;Transparent;false;"China";8984;98;"Jan 22 14:51:19"
1.34.29.89;8080;Transparent;false;"Taiwan";1517;74;"Jan 22 14:51:04"
93.100.3.158;8080;Transparent;false;"Russian Federation";1876;82;"Jan 22 14:50:11"
89.218.94.163;8081;Distorting;false;"Kazakhstan";12797;78;"Jan 22 14:48:39"
89.218.94.162;8081;Distorting;false;"Kazakhstan";38200;77;"Jan 22 14:48:26"
89.203.137.201;1080;Socks4;true;"Czech Republic";30;76;"Jan 22 14:47:52"
95.170.211.202;8080;Transparent;false;"Iraq";484;50;"Jan 22 14:47:45"
94.180.118.34;8080;Transparent;false;"Russian Federation";3380;91;"Jan 22 14:47:23"
94.153.90.48;8080;Transparent;false;"Ukraine";1037;92;"Jan 22 14:47:20"
81.22.201.20;3128;Transparent;false;"Russian Federation";1931;65;"Jan 22 14:47:12"
81.213.157.71;80;Transparent;false;"Turkey";821;35;"Jan 22 14:47:10"
80.90.27.60;8080;Transparent;false;"Latvia";13073;86;"Jan 22 14:47:09"
80.66.156.114;3128;Transparent;false;"Russian Federation";15381;97;"Jan 22 14:46:56"
62.173.36.225;80;Transparent;false;"Nigeria";12893;50;"Jan 22 14:46:39"
79.142.112.246;8080;Distorting;false;"Lithuania";11797;50;"Jan 22 14:46:39"
66.35.68.146;8080;Transparent;false;"United States";1437;97;"Jan 22 14:46:35"
62.149.229.95;80;Anonymous;false;"Italy";25168;42;"Jan 22 14:46:26"
77.93.194.140;8080;Transparent;false;"Czech Republic";428;83;"Jan 22 14:46:02"
61.55.141.10;80;Anonymous;false;"China";2433;98;"Jan 22 14:45:45"
87.236.233.92;8080;Distorting;false;"Jordan";8236;98;"Jan 22 14:45:28"
82.207.68.142;8080;Transparent;false;"Ukraine";793;95;"Jan 22 14:45:16"
59.37.168.16;8081;Anonymous;false;"China";2624;98;"Jan 22 14:45:11"
74.221.215.254;8080;Transparent;false;"United States";224;95;"Jan 22 14:44:57"
74.112.203.107;8080;Transparent;false;"United States";453;98;"Jan 22 14:44:56"
72.64.146.136;3128;Transparent;false;"United States";462;50;"Jan 22 14:44:44"
41.234.29.44;8080;Transparent;false;"Egypt";1256;50;"Jan 22 14:44:10"
41.234.29.164;8080;Transparent;false;"Egypt";3879;50;"Jan 22 14:44:09"
41.222.209.77;8080;Distorting;false;"Nigeria";4311;54;"Jan 22 14:44:04"
54.248.231.59;8080;Transparent;false;"United States";2349;90;"Jan 22 14:43:46"
61.247.46.55;8080;Transparent;false;"Indonesia";2679;64;"Jan 22 14:43:45"
61.19.252.92;3128;Transparent;false;"Thailand";8135;85;"Jan 22 14:43:41"
41.191.28.58;8080;Transparent;false;"Egypt";878;50;"Jan 22 14:43:13"
41.129.218.65;80;Transparent;false;"Egypt";6874;50;"Jan 22 14:43:11"
41.129.101.30;80;Transparent;false;"Egypt";7083;50;"Jan 22 14:43:04"
5.9.187.106;8080;Transparent;false;"Germany";329;98;"Jan 22 14:42:58"
36.68.150.123;8080;Transparent;false;"Indonesia";11837;50;"Jan 22 14:42:57"
5.8.242.11;8080;Transparent;false;"Iraq";4078;78;"Jan 22 14:42:57"
49.0.124.90;8000;Transparent;false;"Thailand";757;98;"Jan 22 14:42:52"
49.0.124.22;8000;Transparent;false;"Thailand";632;98;"Jan 22 14:42:51"
49.0.124.130;8000;Transparent;false;"Thailand";591;98;"Jan 22 14:42:50"
42.62.5.114;6234;Distorting;false;"China";1381;98;"Jan 22 14:42:46"
222.73.242.197;80;Transparent;false;"China";47307;66;"Jan 22 14:42:15"
221.179.63.235;8080;Anonymous;false;"China";4560;50;"Jan 22 14:41:26"
221.10.40.232;80;Anonymous;false;"China";5286;89;"Jan 22 14:41:21"
41.74.44.35;8080;Transparent;false;"Chad";2559;84;"Jan 22 14:40:57"
219.234.82.84;19279;Distorting;false;"China";1877;92;"Jan 22 14:40:35"
218.64.5.102;8080;Anonymous;false;"China";5584;50;"Jan 22 14:39:53"
218.63.168.253;3128;Transparent;false;"China";14056;74;"Jan 22 14:39:46"
219.234.82.74;25782;Distorting;false;"China";1290;95;"Jan 22 14:39:21"
203.172.194.51;3128;Transparent;false;"Thailand";2308;50;"Jan 22 14:38:31"
202.70.136.138;8080;Distorting;false;"Indonesia";18791;50;"Jan 22 14:38:12"
202.50.202.133;8080;Transparent;false;"Indonesia";1266;50;"Jan 22 14:37:53"
202.38.68.191;3128;Transparent;false;"China";3509;50;"Jan 22 14:37:48"
202.191.122.178;8080;Transparent;false;"Bangladesh";16600;85;"Jan 22 14:36:55"
216.184.116.162;3128;Transparent;false;"United States";2854;50;"Jan 22 14:36:48"
202.182.172.2;3128;Transparent;false;"Indonesia";1543;96;"Jan 22 14:36:39"
201.75.115.147;3128;Transparent;false;"Brazil";1329;50;"Jan 22 14:36:27"
201.73.164.34;80;Transparent;false;"Brazil";992;50;"Jan 22 14:36:26"
201.62.63.65;8080;Transparent;false;"Brazil";4011;70;"Jan 22 14:36:25"
212.9.246.122;8088;Transparent;false;"Ukraine";21496;50;"Jan 22 14:36:09"
201.55.32.235;3128;Transparent;false;"Brazil";2518;50;"Jan 22 14:36:05"
201.47.57.178;3128;Transparent;false;"Brazil";1544;81;"Jan 22 14:36:02"
201.33.121.29;80;Transparent;false;"Brazil";8896;50;"Jan 22 14:36:01"
201.246.116.146;3128;Transparent;false;"Chile";8829;50;"Jan 22 14:35:52"
219.157.200.18;3128;Transparent;false;"China";2050;99;"Jan 22 14:35:41"
211.21.43.194;3128;Transparent;false;"Taiwan";28865;67;"Jan 22 14:35:31"
190.40.54.245;8090;Transparent;false;"Peru";3260;87;"Jan 22 14:35:27"
207.102.11.254;1080;Socks4;true;"Canada";30;51;"Jan 22 14:35:26"
201.240.173.141;8080;Transparent;false;"Peru";6305;50;"Jan 22 14:35:25"
201.238.227.201;3128;Transparent;false;"Chile";9888;95;"Jan 22 14:35:19"
201.22.59.244;8080;Transparent;false;"Brazil";10101;50;"Jan 22 14:34:53"
210.32.34.115;8080;Transparent;false;"China";1467;93;"Jan 22 14:34:49"
210.14.143.122;80;Transparent;false;"China";3164;99;"Jan 22 14:34:46"
201.219.117.150;8080;Transparent;false;"Colombia";3055;50;"Jan 22 14:34:43"
190.38.71.223;3128;Transparent;false;"Venezuela";3465;97;"Jan 22 14:34:37"
190.37.210.94;8080;Transparent;false;"Venezuela";13954;96;"Jan 22 14:34:33"
210.101.131.231;8080;Transparent;false;"Korea (South)";2154;96;"Jan 22 14:34:33"
201.0.146.223;3128;Transparent;false;"Brazil";1757;50;"Jan 22 14:34:07"
202.70.34.18;80;Socks4;true;"Mongolia";30;98;"Jan 22 14:34:07"
190.252.212.52;8080;Transparent;false;"Colombia";1984;91;"Jan 22 14:34:03"
200.84.253.108;8080;Distorting;false;"Venezuela";26225;83;"Jan 22 14:33:50"
192.20.246.138;8000;Anonymous;false;"United States";11468;50;"Jan 22 14:33:44"
190.235.140.8;8080;Transparent;false;"Peru";2063;50;"Jan 22 14:33:43"
203.93.104.20;80;Distorting;false;"China";6058;77;"Jan 22 14:33:25"
208.111.165.126;80;Transparent;false;"United States";10368;91;"Jan 22 14:33:24"
202.103.241.169;1080;Socks4;true;"China";30;93;"Jan 22 14:33:16"
200.35.93.195;8080;Transparent;false;"Venezuela";2438;84;"Jan 22 14:33:08"
197.157.218.50;80;Transparent;false;"Nigeria";1061;88;"Jan 22 14:33:01"
173.203.50.216;80;Anonymous;false;"United States";16569;45;"Jan 22 14:33:00"
200.195.179.214;8080;Transparent;false;"Brazil";1167;50;"Jan 22 14:32:36"
200.106.78.254;8080;Transparent;false;"Peru";5073;97;"Jan 22 14:32:33"
190.211.243.50;3128;Transparent;false;"Paraguay";2424;96;"Jan 22 14:32:30"
190.207.142.134;8080;Transparent;false;"Venezuela";2619;50;"Jan 22 14:32:28"
187.111.223.10;1080;Socks4;true;"Brazil";30;57;"Jan 22 14:32:26"
190.206.222.215;8080;Transparent;false;"Venezuela";4183;91;"Jan 22 14:32:25"
196.202.91.160;3128;Transparent;false;"Egypt";3213;50;"Jan 22 14:31:59"
196.1.178.254;3128;Transparent;false;"Nigeria";1232;98;"Jan 22 14:31:54"
190.200.23.196;8080;Transparent;false;"Venezuela";11073;71;"Jan 22 14:31:35"
189.22.233.130;3128;Transparent;false;"Brazil";4112;50;"Jan 22 14:31:27"
190.200.208.7;8080;Distorting;false;"Venezuela";2694;50;"Jan 22 14:31:24"
189.17.38.226;3128;Transparent;false;"Brazil";1532;50;"Jan 22 14:31:23"
190.186.236.34;8080;Transparent;false;"Bolivia";14726;87;"Jan 22 14:31:07"
190.75.140.51;8080;Distorting;false;"Venezuela";2967;52;"Jan 22 14:30:21"
188.3.100.210;8085;Transparent;false;"Turkey";5293;80;"Jan 22 14:30:18"
190.74.64.127;8080;Distorting;false;"Venezuela";12248;50;"Jan 22 14:30:18"
188.27.109.16;8080;Transparent;false;"Romania";1482;85;"Jan 22 14:30:13"
190.147.160.107;80;Distorting;false;"Colombia";5546;23;"Jan 22 14:30:07"
190.73.152.15;8080;Distorting;false;"Venezuela";1086;50;"Jan 22 14:30:06"
190.66.24.117;3128;Transparent;false;"Colombia";2818;50;"Jan 22 14:30:04"
190.146.72.11;3128;Transparent;false;"Colombia";28520;96;"Jan 22 14:30:01"
190.66.22.53;8080;Transparent;false;"Colombia";4419;92;"Jan 22 14:30:01"
190.43.40.203;8080;Transparent;false;"Peru";11157;50;"Jan 22 14:29:57"
187.78.185.226;8080;Transparent;false;"Brazil";1906;50;"Jan 22 14:29:55"
156.154.112.48;80;Transparent;false;"United States";10913;54;"Jan 22 14:29:50"
190.142.111.109;8080;Distorting;false;"Venezuela";37298;85;"Jan 22 14:29:33"
187.155.110.79;80;Transparent;false;"Mexico";14097;50;"Jan 22 14:28:55"
190.14.232.123;8089;Transparent;false;"Colombia";1201;93;"Jan 22 14:28:55"
190.111.218.236;3128;Transparent;false;"Argentina";11034;33;"Jan 22 14:28:53"
190.42.159.250;3128;Transparent;false;"Peru";7710;50;"Jan 22 14:28:50"
190.111.122.2;8080;Transparent;false;"Venezuela";695;83;"Jan 22 14:28:42"
187.0.208.213;8080;Transparent;false;"Brazil";972;75;"Jan 22 14:28:41"
186.94.166.180;8080;Distorting;false;"Venezuela";2202;64;"Jan 22 14:28:40"
186.89.95.159;8080;Distorting;false;"Venezuela";8683;50;"Jan 22 14:27:36"
182.245.213.234;80;Anonymous;false;"China";1352;50;"Jan 22 14:27:18"
183.92.246.1;8080;Anonymous;false;"China";20403;80;"Jan 22 14:27:06"
186.88.33.206;8080;Distorting;false;"Venezuela";10689;50;"Jan 22 14:26:56"
186.88.196.240;8080;Distorting;false;"Venezuela";12468;50;"Jan 22 14:26:46"
186.38.10.109;3128;Transparent;false;"Argentina";1557;50;"Jan 22 14:26:33"
186.24.34.178;8080;Transparent;false;"Venezuela";2352;79;"Jan 22 14:26:32"
186.212.153.238;8080;Transparent;false;"Brazil";859;50;"Jan 22 14:26:07"
186.212.143.94;8080;Transparent;false;"Brazil";2519;50;"Jan 22 14:26:06"
186.210.16.63;8080;Transparent;false;"Brazil";4641;50;"Jan 22 14:26:04"
186.101.35.3;8080;Transparent;false;"Ecuador";866;82;"Jan 22 14:24:57"
89.203.137.242;1080;Socks4;true;"Czech Republic";30;69;"Jan 22 14:20:20"
